firm_id,ticker,fiscal_year,managerial_inside_own,state_own,institutional_own,foreign_own,shares_outstanding,net_sales,total_assets,selling_expenses,general_admin_expenses,intangible_assets_net,manufacturing_overhead,net_operating_income,raw_material_consumption,merchandise_purchase_year,wip_goods_purchase,outside_manufacturing_expenses,production_cost,rnd_expenses,product_innovation,process_innovation,net_income,total_equity,market_value_equity,total_liabilities,net_cfo,capex,net_cfi,cash_and_equivalents,long_term_debt,current_assets,current_liabilities,growth_ratio,inventory,dividend_cash_paid,eps_basic,employees_count,net_ppe,firm_age
8,GMD,2022,0.02,0.0,,0.47,301377957.0,3898243608570.0,13030653009572.0,-142172449496.0,-524441250459.0,261600397517.0,-1955067100032.0,1308851596298.0,-323311669432.0,2194002665169.0,9144610469.0,-1333810634392.0,-2846796731438.0,,0,0,1161293797024.0,7947756019956.0,10646000000000.0,5082896989616.0,2299239828019.0,-1365689144155.0,-1234745213092.0,1364349572162.0,1486163237413.0,2618727023263.0,3210578779512.0,0.21,82532452635.0,-428119286600.0,3034.0,1549.0,2956017737527.0,32
8,GMD,2023,0.02,0.0,0.07,0.48,305898557.0,3845826296568.0,13546025168428.0,-109543154417.0,-551943343263.0,258390006902.0,-1928267825929.0,3177029885915.0,-291525445177.0,2053448423191.0,9640549338.0,-1314257137815.0,-2729297606945.0,,0,0,2533934246423.0,9732374052019.0,17303000000000.0,3813651116409.0,-2870318244.0,-1177219493538.0,915396272136.0,1471676297950.0,1518388232315.0,3380201263412.0,1915337161256.0,-0.01,68169766561.0,-780370623043.0,7207.0,1498.0,3891229902798.0,33
8,GMD,2024,0.02,0.0,0.16,0.45,413982609.0,4832024798961.0,17997853312717.0,-247200313981.0,-574838485710.0,247080815320.0,-2528645405542.0,2418584028235.0,-332229964623.0,2711794460435.0,9498800560.0,-1788643590852.0,-3518583201632.0,,1,1,1923583483411.0,13771926002556.0,26122000000000.0,4225927310161.0,1526822551805.0,-1479931826076.0,-1375722020449.0,3964316764607.0,1745343469594.0,6673567765409.0,2100758451703.0,0.25,83419825055.0,-916107445304.0,4276.0,1544.0,3786073252479.0,34
9,GVR,2020,0.97,0.97,0.01,0.0,4000000000.0,21116314350816.0,80278179092452.0,-442912025818.0,-1774060277264.0,113850150500.0,,4802983412892.0,,15089601213588.0,773188536874.0,,,,0,0,5076353611250.0,51388662947626.0,110264000000000.0,28847527041151.0,-852102006740.0,-859279039585.0,-850430330588.0,5528283614830.0,8335213987508.0,22166796521089.0,11015038357982.0,0.06,2079297700052.0,-118761632340.0,943.0,83854.0,30447298572262.0,45
9,GVR,2021,0.97,0.97,0.01,0.0,4000000000.0,26189593001148.0,79014197735384.0,-507093532539.0,-1681979286962.0,120784562742.0,-4104718781267.0,5783328011285.0,-4367270219863.0,20005653517289.0,810994068693.0,-657052506292.0,-12549043267646.0,,0,0,5340046559082.0,51849201168066.0,138232000000000.0,27074158287185.0,3921071527811.0,-865428496691.0,-931391416628.0,5303619340768.0,6343543781674.0,22769352069241.0,10866850865303.0,0.24,3470646319623.0,-109942261055.0,1040.0,85000.0,32437264858666.0,46
9,GVR,2022,0.97,0.97,0.01,0.0,4000000000.0,25425943612070.0,78376929962202.0,-591230197005.0,-1762820187016.0,117619854550.0,-4765995446809.0,4381099774627.0,-4941699611567.0,19692117598118.0,768333470417.0,-818423916706.0,-14207966854522.0,,0,1,4753259290226.0,53391768872430.0,52972000000000.0,24910884584621.0,1342697872512.0,-802275672956.0,-538638730002.0,4370292544522.0,4595715762064.0,23395887056867.0,10368070917440.0,-0.02,4115559185816.0,-118960635968.0,807.0,80000.0,33824878699426.0,47
9,GVR,2023,0.97,0.97,0.01,0.0,4000000000.0,22138403152486.0,78062093620098.0,-591451294471.0,-1864450111955.0,111577190066.0,-3962817759556.0,2795528168347.0,-3475309000444.0,16404423409225.0,715118607652.0,-1011060374485.0,-1235819384542.0,,1,0,3372861662689.0,54936297729629.0,82836000000000.0,23084890704040.0,3248513419311.0,-964954528436.0,-1087008730656.0,5564089010514.0,3577280067014.0,23842248926140.0,9652535590089.0,-0.12,3360240302718.0,-87893800763.0,485.0,83000.0,34325967725476.0,48
9,GVR,2024,0.97,0.97,0.01,0.0,4000000000.0,26241944114845.0,83383682512004.0,-554280177352.0,-2325102410148.0,119458714100.0,,4739759927528.0,,,889945489613.0,,,,0,0,4826666026951.0,58343704981056.0,119692000000000.0,24986520299896.0,433991558465.0,-596299774505.0,-617308149359.0,5778855663194.0,2963853299554.0,27670285917606.0,11594062718132.0,0.18,4351510470326.0,-87895463843.0,851.0,81013.0,35216722037923.0,49
10,NKG,2020,0.23,0.0,0.21,0.15,171999868.0,11559674520160.0,7763093325248.0,-267948756419.0,-91908570848.0,248987240395.0,-1066572935085.0,317182449660.0,-11015687792814.0,10472173364251.0,17118273.0,-685298379960.0,-12348821997558.0,,1,1,295269532668.0,3181020162631.0,1344860000000.0,4582073162617.0,15577095111.0,-54273792939.0,345738206371.0,219161716845.0,482405018648.0,4492264536968.0,4097976895372.0,-0.05,2371077179239.0,-51599960400.0,1672.0,1463.0,2726909254185.0,18
10,NKG,2021,0.19,0.0,0.15,0.09,218398568.0,28173402236226.0,15397915366296.0,-1397951232015.0,-122720788853.0,240884504725.0,-2398472392372.0,2550937118456.0,-25241307769575.0,29813791688862.0,,-1975796574959.0,-27971601345500.0,,1,1,2225261058221.0,5723203694545.0,5319310000000.0,9674711671751.0,-308274050561.0,-145066081288.0,-308744235569.0,751445944055.0,46499351598.0,12215599008275.0,9598192512183.0,1.44,8281323556123.0,0.0,10419.0,1451.0,2529816436046.0,19
10,NKG,2022,0.14,0.0,0.16,,263277806.0,23071247285247.0,13460759829882.0,-1202326906760.0,-185780434225.0,282933875716.0,-2224730522533.0,-106844655419.0,-22416660482100.0,20308980177864.0,,-1810408255299.0,-24903730053756.0,,0,0,-124684837727.0,5319650135071.0,2510350000000.0,8141109694811.0,-827920885674.0,-211160204419.0,32855680816.0,1005403528970.0,3072616017.0,10414909064976.0,8108870806964.0,-0.18,7000417214505.0,-219398568000.0,-474.0,1395.0,2263795076520.0,20
10,NKG,2023,0.14,0.0,0.19,0.13,263277806.0,18595974253087.0,12235401246591.0,-609117894559.0,-130296253597.0,332263765796.0,-1513095633345.0,177072430428.0,-17222374567613.0,16201993407691.0,,-1102778056362.0,-18996214926452.0,,1,1,117408565158.0,5423073956647.0,5051510000000.0,6812327289944.0,268556155820.0,-130230497335.0,-145708679562.0,785479050340.0,0.0,9322639041423.0,6784014554254.0,-0.19,5718699385156.0,0.0,446.0,1336.0,1989130813078.0,21
10,NKG,2024,0.14,0.0,0.08,0.07,315931978.0,20609022190077.0,13519085552805.0,-1017598597652.0,-120241517086.0,321046938798.0,-1968710430786.0,557452985282.0,-17250900298981.0,19749031784510.0,,-604655637090.0,-19537058299704.0,,0,0,453008144440.0,5871406574473.0,4565210000000.0,7647678978332.0,-559962641389.0,-884430184417.0,-1340114446420.0,391783760846.0,,10202370500547.0,7620886731385.0,0.11,6690482934519.0,0.0,1434.0,1515.0,1700297737520.0,22
11,PC1,2020,0.25,0.0,0.18,0.14,191187727.0,6678600581343.0,10721668093118.0,-70552235921.0,-267722567030.0,1892398870.0,-2520050992010.0,634838399419.0,-1219256951526.0,4810578551621.0,468867078164.0,-2079180840746.0,-4085717535683.0,,1,1,544081657726.0,4769526002313.0,2025000000000.0,5952142090805.0,632620399233.0,-932673645400.0,-856371026578.0,1475766385890.0,2171328298868.0,5715231571853.0,3743819472629.0,0.14,729554191462.0,-15052826432.0,2682.0,1369.0,3801798536255.0,57
11,PC1,2021,0.25,0.0,0.17,0.05,235159649.0,9828463180375.0,18687035417527.0,-55977596827.0,-240797400424.0,955091054006.0,-3942648863330.0,904647400762.0,-2980234041687.0,8846791729297.0,495633807594.0,-3358021712088.0,-7414694967509.0,,1,1,764289966590.0,6280836042239.0,5288000000000.0,12406199375288.0,93240767944.0,-3991157635137.0,-4949433406797.0,2291977758704.0,6237700383328.0,6589439946263.0,5798709308694.0,0.47,903574118319.0,-23706105067.0,2858.0,1425.0,9205307914600.0,58
11,PC1,2022,0.25,0.0,0.17,0.08,270433002.0,8357602470324.0,21754413518378.0,-8391008009.0,-285281303728.0,1301915834175.0,-3225939318119.0,646820563357.0,-2598054469461.0,6756727267950.0,578560601010.0,-2521558611471.0,-6149199647734.0,,0,1,536931903723.0,7172746083371.0,3591000000000.0,14581667435007.0,1289127421803.0,-1728786877736.0,-3808455519529.0,2581357801353.0,8284189794923.0,7913404977944.0,5950347915950.0,-0.14,890118267963.0,-40013773467.0,1519.0,1594.0,8596232617877.0,59
11,PC1,2023,0.25,0.0,0.17,0.08,310995558.0,7775239783868.0,20234797569414.0,-55980734072.0,-335208954077.0,1235870822746.0,-3584367951219.0,406855396109.0,-1653911421551.0,6305302348037.0,511603111316.0,-2666982254664.0,-5638919283800.0,,1,1,303032989501.0,7270397310844.0,6775000000000.0,12964400258570.0,1032307401780.0,-474556898735.0,-54615034434.0,2082217682721.0,7902006174976.0,6868401655191.0,4714620923896.0,-0.06,943727441090.0,-124230827303.0,405.0,1622.0,9519201639687.0,60
11,PC1,2024,0.25,0.0,0.28,0.16,357642121.0,10088901620619.0,20987644741128.0,-78532757514.0,-487725540156.0,1175879546923.0,-5478159593500.0,828448385131.0,-2435290264669.0,8626019337835.0,1189241573075.0,-4153808230900.0,-8390692628404.0,,1,1,709975393730.0,7716019292896.0,7117000000000.0,13271625448232.0,1089948348435.0,-446492057301.0,-646103074527.0,2277327707879.0,7830630395563.0,8085980091224.0,5078147101360.0,0.38,1587602430478.0,-202587071346.0,1177.0,1650.0,8970795915918.0,61
12,PVC,2020,0.0,0.36,0.0,0.11,47500000.0,2178704787315.0,1673538992339.0,-36908410525.0,-121843714377.0,22231329593.0,-266728995384.0,34611657456.0,-99345299205.0,1815509141784.0,4925746493.0,-176167741145.0,-477420508219.0,,0,0,20885262334.0,823699459928.0,280250000000.0,849839532411.0,256000001438.0,-2540064908.0,62014678325.0,437675706217.0,,1451120652684.0,814956602198.0,-0.04,163776078943.0,-55349380598.0,8.0,347.0,163828891721.0,43
12,PVC,2021,0.14,0.36,0.0,0.01,47500000.0,2760259591703.0,1810746470860.0,-36296206090.0,-127799644376.0,21258089256.0,-479462978822.0,28690899378.0,-26353636683.0,2677081198300.0,14538583147.0,-264255346216.0,-479462978822.0,,0,1,24103589400.0,801481195580.0,594225000000.0,1009265275280.0,-117904679571.0,-4464109431.0,-215175303654.0,202784591515.0,,1607756181917.0,976481251603.0,0.27,256946359992.0,-38792398642.0,117.0,346.0,144001837006.0,44
12,PVC,2022,0.0,0.36,0.0,0.01,50000000.0,2934351702268.0,2245543207111.0,-40446131662.0,-133498773335.0,20268957058.0,-548522178573.0,39719382975.0,-27569717343.0,2817077045257.0,23871838732.0,-435991267998.0,-693334120782.0,,0,1,27254385183.0,833454492011.0,451950000000.0,1412088715100.0,-175845729118.0,-4330861457.0,63070380863.0,228243900597.0,,2064001744255.0,1377861855972.0,0.06,363952017300.0,-30548143901.0,181.0,368.0,125933878634.0,45
12,PVC,2023,0.01,0.36,0.0,0.0,81194463.0,3221926426248.0,2472040508287.0,-33894216123.0,-162663150644.0,22029531092.0,-849085963463.0,35913488850.0,-31742406241.0,2960027248938.0,40206644096.0,-617422143936.0,-1023417568578.0,,1,1,35022425982.0,1049722021727.0,1208580000000.0,1422318486560.0,98207952966.0,-15038299865.0,-23506732580.0,649484816227.0,,2300338476233.0,1403431002848.0,0.1,318396620320.0,-23228799228.0,250.0,372.0,108020485305.0,46
12,PVC,2024,0.0,0.36,0.0,0.0,81194463.0,2957274417474.0,2065496107000.0,-43463717647.0,-152963370580.0,5137595392.0,-384475781488.0,21123869466.0,-32022597322.0,2841278074668.0,31000690252.0,-161496457346.0,-384475781488.0,,0,0,15493195671.0,1038083996444.0,844420000000.0,1027412110556.0,255691208435.0,-27667291667.0,-72668823730.0,420927811897.0,,1900892719749.0,1010908353432.0,-0.08,416008652940.0,-6408728860.0,18.0,401.0,64625898178.0,47
13,PVD,2020,,0.5,0.01,0.07,421129789.0,5228638834323.0,20856190205660.0,-16370720328.0,-311282604552.0,174656806260.0,-2958025726470.0,173761289013.0,-572035512390.0,5023334394174.0,30393369505.0,-933167382615.0,-5227497165909.0,-6550176959.0,1,1,183824148975.0,14042017346715.0,5053000000000.0,6814172858945.0,164202505470.0,-578666769075.0,-1255472799570.0,925196651735.0,3230533923335.0,5107391677605.0,2798539771775.0,0.2,958938457945.0,-2792342000.0,282.0,1558.0,13321630546590.0,19
13,PVD,2021,,0.5,0.01,0.06,421129789.0,3995471964670.0,20761202484160.0,-12925934430.0,-385609141765.0,176987996240.0,-1447159995740.0,69253805320.0,-823147105845.0,3423129206280.0,29849708000.0,-565351030820.0,-4022766594500.0,-5364549278.0,1,1,36769967410.0,13831580467120.0,9249000000000.0,6929622017040.0,-376402510939.0,-608266399100.0,457025313960.0,1130703090240.0,3205703464640.0,5428797240960.0,3030445254960.0,-0.24,757836145920.0,-2792342000.0,-36.0,2000.0,12784902046560.0,20
13,PVD,2022,,0.5,0.04,0.23,555880006.0,5431604613820.0,20704046691470.0,-17630778616.0,-492791232296.0,170902527870.0,-2760942815356.0,-82914186168.0,-677359880340.0,5004902059148.0,25750040190.0,-1178727829840.0,-5364599294340.0,-31061857184.0,1,1,-154856438352.0,14078509303130.0,9703000000000.0,6625537388340.0,-83499393907.0,-155013877216.0,1207854459004.0,2078586541400.0,2999752062520.0,5645895372740.0,2868228338410.0,0.36,908560921640.0,-3490427500.0,-250.0,1971.0,13396281716020.0,21
13,PVD,2023,,0.5,0.07,0.22,555880006.0,5804412484923.0,21632848207600.0,-24149229741.0,-522515095908.0,164785532240.0,-2452508241105.0,567132782658.0,-719704675833.0,4590253469971.0,52673964560.0,-1361336815605.0,-5045583205260.0,-8526805477.0,1,1,545942180784.0,14898157540000.0,15384000000000.0,6734690667600.0,1616059272782.0,-148568930913.0,-894152093036.0,2256047157280.0,2787681809360.0,6927879980560.0,3146135991040.0,0.07,999895512000.0,-3490427500.0,810.0,1924.0,12950566249040.0,22
13,PVD,2024,,0.5,,0.09,555880006.0,9091545925310.0,22757920997955.0,-33991420020.0,-587787930690.0,155134894950.0,-4173588532650.0,899903944035.0,-1584080424895.0,7542030409955.0,32657521330.0,-1853785521915.0,-7374483364340.0,-1880073430.0,1,1,683203299875.0,15470030908255.0,12720000000000.0,7287890089700.0,1014956830830.0,-1342349578455.0,-741806311505.0,2123342978490.0,2449199214215.0,7500069315195.0,3974492289855.0,0.52,1171837737695.0,-3390011510.0,0.04,2425.0,12239252136860.0,23
14,PVS,2020,0.0,0.58,0.05,0.09,477966290.0,20179913749667.0,26279277126937.0,-118646294100.0,-797515784603.0,21482350415.0,-12963200314823.0,309744346092.0,-5401070245287.0,,1708281322513.0,-8943710380998.0,-21353193106989.0,-909400000.0,1,1,709899009293.0,12884117151627.0,7145000000000.0,13395159975310.0,-679553561178.0,-501920801056.0,-397787666696.0,5212155694269.0,473725620270.0,16603118184269.0,9802865550700.0,0.2,2111275628447.0,-526178124864.0,1046.0,7514.0,3113723499166.0,27
14,PVS,2021,0.0,0.58,0.04,0.07,477966290.0,14198441443708.0,24844977063351.0,-85405257798.0,-712481910717.0,13333940016.0,-9175699345953.0,663701039098.0,-2617801099680.0,,1710624217836.0,-3275498992713.0,-14196174292330.0,-3728268636.0,1,0,677264217905.0,12534321917569.0,11370000000000.0,12310655145782.0,-137978161561.0,-252646370694.0,1161888138155.0,5747277411831.0,534043674869.0,15378378675062.0,8735376980582.0,-0.3,2086094175564.0,-554033686700.0,911.0,7115.0,2968414845549.0,28
14,PVS,2022,0.0,0.58,0.03,0.1,477966290.0,16372512520831.0,25827771639918.0,-95203694991.0,-827935784059.0,67018967339.0,-8754771364959.0,990997778675.0,-4839008172451.0,,483780382516.0,-4224348601180.0,-16259609054036.0,-1764716667.0,1,1,944451937245.0,12948594801257.0,9211000000000.0,12879176838661.0,1497657258899.0,-498418211861.0,-1727435009560.0,5219378499294.0,623765467201.0,16388291606616.0,9198890888791.0,0.15,1012219488343.0,-429659854200.0,1575.0,6935.0,2973164199046.0,29
14,PVS,2023,0.0,0.58,0.05,0.2,477966290.0,19373562363761.0,26416008810387.0,-85405257798.0,-966858088315.0,63385628017.0,-12828301198785.0,1211259255025.0,-3527686364011.0,,1030216960605.0,-4283454411933.0,-19386797380634.0,-2843861561.0,1,1,1060007526141.0,13544222915241.0,16665000000000.0,12871785895146.0,-284502324831.0,-899088732255.0,817607077741.0,5757120569689.0,563921256799.0,16289894707172.0,9059981932254.0,0.18,1476352778671.0,-377693326900.0,1579.0,7209.0,3327996428447.0,30
14,PVS,2024,0.0,0.58,0.06,0.2,477966290.0,23769886143043.0,34076808359015.0,-95203694991.0,-1235176555472.0,61819539196.0,-14385308092927.0,950345950215.0,-5786570315184.0,,1073292198880.0,-3423948918799.0,-24035163204362.0,-3823264080.0,1,1,1254654270882.0,14739527742394.0,15148000000000.0,19337280616621.0,4342722669697.0,-885212971456.0,1062293661848.0,11421530345030.0,790109474218.0,23882307235252.0,13938456255382.0,0.23,1830251469172.0,-379243926100.0,1923.0,7453.0,3525960023388.0,31
15,RAL,2020,0.17,0.0,0.01,0.02,11500000.0,4922447075019.0,4026011671734.0,-836341022696.0,-184614932050.0,64049396936.0,-1266798457146.0,435653456465.0,-2226972951192.0,,84130650218.0,-503427768357.0,-4439805206888.0,,0,1,336082278884.0,1079307837285.0,995120000000.0,2946703834449.0,8187251368.0,-88435455741.0,-83163841668.0,979359432981.0,837486394.0,3731062011987.0,2945866348055.0,0.16,656755318526.0,-57500000000.0,29225.0,2200.0,226485817759.0,16
15,RAL,2021,0.25,0.0,0.03,0.04,12075000.0,5709067834888.0,5392296916367.0,-920549799183.0,-210050518780.0,70048175720.0,-1307098722571.0,501998722766.0,-2752378040708.0,,80048095505.0,-439917879835.0,-5087079530083.0,,1,1,398241654270.0,1369091421835.0,1360910000000.0,4023205494532.0,-238326191592.0,-216019650632.0,-214070985946.0,950131220987.0,837486394.0,4977553982474.0,4022368008138.0,0.16,692992637290.0,-30187500000.0,33369.0,2203.0,217669292885.0,17
15,RAL,2022,0.25,0.0,0.02,0.03,22947419.0,6909236263291.0,6716483094288.0,-996655907796.0,-147105664049.0,73385603438.0,-1685063913052.0,610919640872.0,-3594146883712.0,,138637544580.0,-843406112730.0,-6501649969020.0,,1,1,485827389583.0,2621694793680.0,1543620000000.0,4094788300608.0,-930565247832.0,-113172246064.0,-100508582843.0,795984374181.0,837486394.0,6287008310624.0,4093950814214.0,0.21,961903888979.0,-144924595000.0,25564.0,2388.0,227673217829.0,18
15,RAL,2023,0.26,0.0,0.02,0.02,23547419.0,8316322039643.0,7751688239828.0,-1125976090607.0,-159005437013.0,86017317098.0,-2030398924297.0,618208441477.0,-4596512018140.0,,67734902320.0,-954322200174.0,-7866426828377.0,,0,1,584271608477.0,2974272459760.0,2339690000000.0,4777415780068.0,-589206699479.0,-105750210037.0,-98930957612.0,802447024719.0,837486394.0,7310900417572.0,4776578293674.0,0.2,1267254847717.0,-116237095000.0,25124.0,2418.0,223633159057.0,19
15,RAL,2024,0.24,0.0,0.02,0.02,23547419.0,8356598448889.0,8308862347606.0,-1067545494647.0,-117358681158.0,83791071378.0,-2111368499075.0,634507816850.0,-5134701308502.0,,101552383498.0,-995517688205.0,-7999271835094.0,,0,1,593086599028.0,3303554061670.0,2732740000000.0,5005308285936.0,545608172101.0,-141284356519.0,-139803102221.0,1572970195920.0,837486394.0,7842099023673.0,5004470799542.0,0.0,1772510037653.0,-82486565643.0,25187.0,2444.0,231899880145.0,20
16,TMS,2020,0.18,0.04,0.47,0.25,70810542.0,3418340659106.0,3919585184235.0,-12390343113.0,-98228093225.0,37297699924.0,-2935666396509.0,346699723041.0,-137929446263.0,3111465436583.0,1428929100.0,-2751729575468.0,-3311958993346.0,,0,0,321629220150.0,2346510165476.0,1310200000000.0,1573075018759.0,280982488536.0,-148572100419.0,-196902818433.0,460731977838.0,533607058310.0,1321975864883.0,1023096214176.0,0.46,5298293897.0,-39049732575.0,4469.0,1000.0,1003437440703.0,37
16,TMS,2021,0.16,0.03,0.34,0.43,93678605.0,6381265627918.0,5734083964756.0,-55162502579.0,-159649122560.0,89843184477.0,-5524746278574.0,692023899525.0,-126008668434.0,5839941360241.0,5285643491.0,-5362360241005.0,-6049820402974.0,,0,0,620899931038.0,3489915859862.0,4166630000000.0,2244168104894.0,14448950211.0,-214270638309.0,-396237209860.0,1073681032249.0,583264595224.0,2430451915331.0,1643209181351.0,0.87,10230876303.0,-41174989975.0,5888.0,1050.0,988090064585.0,38
16,TMS,2022,0.16,0.03,0.33,0.44,105859929.0,3648087847709.0,5570603363655.0,-29783011326.0,-173874207197.0,17835944656.0,-2826088546967.0,771581018436.0,-149001634636.0,3103309608455.0,10466520826.0,-2632770989961.0,-3301803198187.0,,1,1,682314631810.0,4147585792553.0,3812050000000.0,1423017571102.0,290887141660.0,-266875743792.0,-347410632453.0,556774624464.0,545535750068.0,1744350322596.0,858786213245.0,-0.43,15394505094.0,-17541362576.0,5427.0,1200.0,1092515210172.0,39
16,TMS,2023,0.16,0.03,0.34,0.43,158258909.0,2389818300795.0,7513241799555.0,-33607873201.0,-187277133658.0,27408179940.0,-1855679060508.0,210769125568.0,-82239090261.0,1976776670712.0,7818153990.0,-1662351085077.0,-2202401840457.0,,1,0,173050459997.0,4768651496638.0,6314510000000.0,2744590302917.0,-243172909831.0,-422562450840.0,-408202584066.0,447183890000.0,1778225777886.0,1816920221683.0,948724617936.0,-0.34,13011984414.0,-16407097800.0,865.0,1250.0,2842649350333.0,40
16,TMS,2024,0.16,0.03,0.34,0.43,169336335.0,3325664683968.0,8397171613771.0,-56281408075.0,-224337676111.0,83463653750.0,-2687414720980.0,267534610405.0,-83720192157.0,2806743294918.0,11232750489.0,-2342414006910.0,-3084877205036.0,,1,1,170169834108.0,5159850645010.0,6812500000000.0,3237320968761.0,312887734804.0,-270467234407.0,-421325399292.0,485654685668.0,1692048762750.0,2025328189001.0,1382555725063.0,0.39,15497158482.0,-78869350275.0,1196.0,1300.0,3358269760366.0,41
